placekey,location_name,brands,top_category,sub_category,category_tags,naics_code,latitude,longitude,poi_cbg,street_address,city,region,postal_code,open_hours,wkt_area_sq_meters,polygon_wkt
222-222@62k-qyd-bff,Friendly Dental of Worcester,"",Offices of Dentists,Offices of Dentists,Endodontists,621210,42.214353,-71.795513,250277329011,347 Greenwood St,Worcester,MA,1607,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""14:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""14:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",249,"POLYGON ((-71.79564318127005 42.214391737052146, -71.79541118688121 42.2144083080799, -71.7954038334553 42.21429106697021, -71.79563591476692 42.21427588408068, -71.79564318127005 42.214391737052146))"
222-222@62k-qyd-bkz,Burlington,Burlington,Clothing Stores,Family Clothing Stores,"Women's Clothing,Men's Clothing,Home Decor,Children's Clothing,Baby Supplies",448140,42.214142,-71.797226,250277329011,344 Greenwood St,Worcester,MA,1607,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]] }",10162,"POLYGON ((-71.79802268743515 42.214150290904186, -71.79666548967361 42.21469658917072, -71.79663866758347 42.2147025487621, -71.79638117551804 42.21436086461387, -71.79657429456711 42.21427742983175, -71.79636776447296 42.21399136688483, -71.79667085409164 42.21387217360785, -71.79664671421051 42.21384634836817, -71.79670304059982 42.213820523117974, -71.79667621850967 42.213790724739226, -71.79719924926758 42.2135741894313, -71.79725021123886 42.21363775950694, -71.79730385541916 42.21362782668683, -71.79756134748459 42.21352452526521, -71.79802268743515 42.214150290904186))"
222-222@62k-qyd-c89,Sunoco,Sunoco,Gasoline Stations,Gasoline Stations with Convenience Stores,"Brunch,Coffee Shop,Oil Changes",447110,42.211196,-71.794729,250277329011,527 SW Cutoff,Worcester,MA,1607,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]] }",1992,"POLYGON ((-71.79512443872213 42.21138030889726, -71.79504397245168 42.21145182771199, -71.79437878461599 42.21127700379965, -71.79448607297658 42.211114099264016, -71.79445925088643 42.21106244651863, -71.79475429387807 42.2109392744169, -71.79488840432882 42.2110505266483, -71.79493668409108 42.21103066019279, -71.79512443872213 42.21138030889726))"
222-222@62k-qyd-dy9,Behavioral Concepts,"",Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),Behavior Analysts,621330,42.214934,-71.794955,250277329011,345 Greenwood St,Worcester,MA,1607,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",1534,"POLYGON ((-71.79471737699998 42.215212852000036, -71.79459336699995 42.215046388000076, -71.79456499399998 42.21505775500003, -71.79448748799996 42.214953716000025, -71.79498118999999 42.21475591500007, -71.79518270699998 42.215026418000036, -71.79471737699998 42.215212852000036))"
222-222@62k-qyd-fs5,Pick n Pull,Pick n Pull,Automobile Dealers,Used Car Dealers,"Auto Parts,Car Buyer,Car Dealers",441120,42.213279,-71.790759,250277329011,20 Nippnapp Trl,Worcester,MA,1607,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [], """"""""""""""""Sun"""""""""""""""": [] }",690,"POLYGON ((-71.79061796299999 42.21322041500008, -71.79053760899995 42.21304011500007, -71.79064209499995 42.21301507100003, -71.79071642299994 42.21318184800003, -71.79083320099994 42.213153856000076, -71.79090551999997 42.21331612600005, -71.79058591299997 42.21339273400008, -71.79051962199998 42.213243987000055, -71.79061796299999 42.21322041500008))"
222-222@62k-qyd-w6k,Form Roll Die Corp,"",Other Miscellaneous Manufacturing,"","",3399,42.234063,-71.852197,250277331022,217 Stafford St,Worcester,MA,1603,"",1387,"POLYGON ((-71.85222850599996 42.234317185000066, -71.85213524899996 42.23423448300008, -71.8521 42.23425584900008, -71.85201839999996 42.23418348600006, -71.85204659999994 42.234166393000066, -71.85199997299998 42.23412504200007, -71.85202112199994 42.23411222200008, -71.85191038099998 42.234014014000024, -71.85224173199998 42.23381316900003, -71.85230584399994 42.233870026000034, -71.85224944399994 42.23390421200003, -71.85251755699994 42.23414197900007, -71.85222850599996 42.234317185000066))"
222-222@62k-qyd-z4v,James Street Car Wash,"",Automotive Repair and Maintenance,"",Car Wash,8111,42.233056,-71.849879,250277331012,59 James St,Worcester,MA,1603,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""18:30""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""18:30""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""18:30""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""18:30""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""18:30""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""18:30""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""18:30""""""""""""""""]] }",223,"POLYGON ((-71.84982241099993 42.23295120900008, -71.84993883199996 42.23295195000003, -71.84993635999996 42.233160602000055, -71.84981993999997 42.23315986000006, -71.84982241099993 42.23295120900008))"
222-222@62k-qyf-mrk,American Family Care,American Family Care,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"Pediatricians,Laboratory Testing,Walk-in Clinic,Urgent Care,Allergist",621111,42.238317,-71.844957,250277331021,117 Stafford St,Worcester,MA,1603,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]] }",536,"POLYGON ((-71.84520289235113 42.23823249870622, -71.84493601255414 42.23838639725003, -71.84477910332677 42.238247392130084, -71.84490784935949 42.23817093918358, -71.84508219294545 42.23812228726031, -71.84520289235113 42.23823249870622))"
222-222@62k-qyf-n3q,Walgreens,Walgreens,Health and Personal Care Stores,Pharmacies and Drug Stores,"Diagnostic Services,Medical Supplies,Vitamins and Supplements,Opticians,Convenience Store",446110,42.239185,-71.842701,250277331021,99 Stafford St,Worcester,MA,1603,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]] }",1396,"POLYGON ((-71.84293123745242 42.239308083195326, -71.84292391865608 42.239358344213954, -71.84262168095786 42.23953383488408, -71.84232596741397 42.23925285075634, -71.84266100489417 42.239057351960234, -71.84293123745242 42.239308083195326))"
222-222@62k-qyf-py9,Ryan Ornamental Iron,"",Other Specialty Trade Contractors,"",Contractors,2389,42.23783,-71.845927,250277331021,135 Stafford St,Worcester,MA,1603,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [], """"""""""""""""Sun"""""""""""""""": [] }",552,"POLYGON ((-71.84602129599995 42.23772018300008, -71.84607845899995 42.23769607500003, -71.84615600399997 42.23779490100003, -71.84568023699995 42.23799555200003, -71.84560269099995 42.23789672500004, -71.84570113599995 42.23786438800005, -71.84588533999994 42.23778425300003, -71.84602129599995 42.23772018300008))"
222-222@62k-qyf-qcq,Rainbow Shops,Rainbow Shops,Clothing Stores,Family Clothing Stores,"Women's Clothing,Home Decor,Accessories,Children's Clothing,Plus Size",448140,42.240904,-71.843314,250277331021,68 Stafford St,Worcester,MA,1603,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]] }",1739,"POLYGON ((-71.84321901373562 42.240765752369434, -71.8438265340775 42.24059895247844, -71.84395561538634 42.24086751994353, -71.84333904258904 42.24104672976031, -71.84321901373562 42.240765752369434))"
222-222@62k-qyf-qfz,Sam's Auto Sales,"",Automobile Dealers,Used Car Dealers,Car Dealers,441120,42.242285,-71.844466,250277331021,1275 Main St,Worcester,MA,1603,"",716,"POLYGON ((-71.84467185648344 42.24234161286359, -71.84432585152052 42.242426996218924, -71.84426147850417 42.242228430098145, -71.84459675463103 42.2421212041331, -71.84467185648344 42.24234161286359))"
222-222@62k-qyf-qmk,Q Look Bridal,"",Clothing Stores,"",Bridal,4481,42.24266,-71.841087,250277331021,1219 Main St,Worcester,MA,1603,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:30"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""20:30""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]] }",1696,"POLYGON ((-71.84097019299998 42.24251226300004, -71.84110310899996 42.24247497300007, -71.84111466899998 42.242497118000074, -71.84117508599996 42.24248016700005, -71.84118433499998 42.242497884000045, -71.84120850099998 42.24249110400007, -71.84138842899995 42.242835756000034, -71.84094689399996 42.24295664400006, -71.84080203999997 42.24270761200006, -71.84075306699998 42.24261380200005, -71.84098868999996 42.24254769600003, -71.84097019299998 42.24251226300004))"
222-222@62k-qyf-qpv,BP,BP,Gasoline Stations,Gasoline Stations with Convenience Stores,Propane,447110,42.241798,-71.840807,250277331021,54 Stafford St,Worcester,MA,1603,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]] }",323,"POLYGON ((-71.84089091772421 42.24182956470013, -71.84079704040869 42.24184942146586, -71.84069645757063 42.24176602300783, -71.8405113851486 42.24190502037666, -71.84044835323675 42.241860342684355, -71.84063879007681 42.241719359536766, -71.84075948948248 42.24173226645776, -71.84085068458899 42.24171538817594, -71.84089091772421 42.24182956470013))"
